,raw_words,task,quadruples
13153,"It 's 2.5 to 3 maximum , and I 'm being gracious .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13154,The food is consistently good but what stands out every time is how friendly the warm the staff are !,ACOS,"[{'aspect': {'from': 17, 'to': 18, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 15, 'to': 16, 'term': ['warm']}, 'sentiment': 'POS'}, {'aspect': {'from': 17, 'to': 18, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 13, 'to': 14, 'term': ['friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['consistently', 'good']}, 'sentiment': 'POS'}]"
13155,The maple butter is something to die for - I could have eaten it by itself with a spoon ! We began with a Malbec bottle of wine ( great bottle ! ),ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['maple', 'butter']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 30, 'to': 31, 'term': ['bottle']}, 'category': 'Drinks#Quality', 'opinion': {'from': 29, 'to': 30, 'term': ['great']}, 'sentiment': 'POS'}]"
13156,This place is always short staff .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['short']}, 'sentiment': 'NEG'}]"
13157,"I do n't speak Vietnamese and their menu is confusing , because it 's not in English .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['menu']}, 'category': 'Food#Style_Options', 'opinion': {'from': 9, 'to': 10, 'term': ['confusing']}, 'sentiment': 'NEG'}]"
13158,Both were done to perfection with an amazing attention to detail and quality .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['quality']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['detail']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['perfection']}, 'sentiment': 'POS'}]"
13159,He was delighted .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['delighted']}, 'sentiment': 'POS'}]"
13160,"The hush puppies and fried okra were perfectly prepared , crunchy and well-seasoned .",ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['hush', 'puppies']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['perfectly']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 6, 'term': ['fried', 'okra']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['perfectly']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 6, 'term': ['fried', 'okra']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 13, 'term': ['well-seasoned']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['hush', 'puppies']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 13, 'term': ['well-seasoned']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['hush', 'puppies']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['crunchy']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 6, 'term': ['fried', 'okra']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['crunchy']}, 'sentiment': 'POS'}]"
13161,"Aroy 's kitchen provides flavor without fire , which is just right for me .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['kitchen']}, 'category': 'Restaurant#General', 'opinion': {'from': 10, 'to': 12, 'term': ['just', 'right']}, 'sentiment': 'POS'}]"
13162,I can not imagine any cook serving a steak that was so obviously covered with a thick slab of fat and gristle .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['steak']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13163,") , but they surprised us with a good sampling of around a dozen dishes , including a well-seasoned ( and somehow still moist ) doro wat .",ACOS,"[{'aspect': {'from': 25, 'to': 27, 'term': ['doro', 'wat']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['surprised']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 27, 'term': ['doro', 'wat']}, 'category': 'Food#Quality', 'opinion': {'from': 18, 'to': 19, 'term': ['well-seasoned']}, 'sentiment': 'POS'}]"
13164,Omelet bar guy was gone half the time we were there .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Omelet', 'bar', 'guy']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13165,"As we were finishing the waitress came back , snatched up the plates and then pushed us out of the way to start cleaning the table down .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['waitress']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13166,Appetizer selection was great and the samosas are tasty .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['samosas']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['tasty']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 2, 'term': ['Appetizer', 'selection']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
13167,This place is divey yet unpretentious and I love it .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['divey']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 5, 'to': 6, 'term': ['unpretentious']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 8, 'to': 9, 'term': ['love']}, 'sentiment': 'POS'}]"
13168,Amazing place .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Amazing']}, 'sentiment': 'POS'}]"
13169,Service was impeccable .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Service']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['impeccable']}, 'sentiment': 'POS'}]"
13170,The green curry was too peppery from total green peppercorn overload .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['green', 'curry']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['too', 'peppery']}, 'sentiment': 'NEG'}]"
13171,We had a great evening and the owner only charged us half price for our beers .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['owner']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
13172,It had a bit of heat but it would be considered mild to those used to the spice level in Thailand/South East Asia .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 6, 'term': ['a', 'bit', 'of', 'heat']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['mild']}, 'sentiment': 'POS'}]"
13173,It was great by itself and did n't need any syrup .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['great']}, 'sentiment': 'POS'}]"
13174,Ate here for the 1st time today and I hope to go back .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13175,"The batter needs to be lighter , and the sauce balance , which was good with the lightly battered wings , needs to be changed to match the heavy weight .",ACOS,"[{'aspect': {'from': 9, 'to': 11, 'term': ['sauce', 'balance']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['good']}, 'sentiment': 'POS'}]"
13176,Food was delicious .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Food']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['delicious']}, 'sentiment': 'POS'}]"
13177,I really enjoyed the lunch I had at Loving Hut and will go back there every time i am in Portland .,ACOS,"[{'aspect': {'from': 8, 'to': 10, 'term': ['Loving', 'Hut']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 3, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
13178,"Oh , ok I 've come to eat some empanadas , corn cakes , and wonderous fried plaintain chips .",ACOS,"[{'aspect': {'from': 16, 'to': 19, 'term': ['fried', 'plaintain', 'chips']}, 'category': 'Food#Quality', 'opinion': {'from': 15, 'to': 16, 'term': ['wonderous']}, 'sentiment': 'POS'}]"
13179,"When I was there this past weekend , I had an espresso after dinner and that was one of the best I have had in Boston.Best of all , you can avoid the chaos of Hanover if you are n't in the mood for crowds .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['espresso']}, 'category': 'Drinks#Quality', 'opinion': {'from': 20, 'to': 21, 'term': ['best']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13180,Do NOT eat here !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13181,"The shrimp vindaloo was a bit on the small side but , it was so good .",ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['shrimp', 'vindaloo']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 16, 'term': ['so', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['shrimp', 'vindaloo']}, 'category': 'Food#Style_Options', 'opinion': {'from': 8, 'to': 9, 'term': ['small']}, 'sentiment': 'NEG'}]"
13182,Ive been eating arepas my whole life and I 'm happy to have found a local place that is top-notch quality and authentic ( my Venezuelan relatives approve ! ),ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['arepas']}, 'category': 'Food#Quality', 'opinion': {'from': 19, 'to': 20, 'term': ['top-notch']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['arepas']}, 'category': 'Food#Quality', 'opinion': {'from': 22, 'to': 23, 'term': ['authentic']}, 'sentiment': 'POS'}]"
13183,Very happy to find another place that delivers to Wetherbee Rd .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'happy']}, 'sentiment': 'POS'}]"
13184,"This is what I experienced ... ..We were standing around in groups chatting , female waitress with her irritated voice you either move to a side or keep a gap in between you guys so I can get by ! ''",ACOS,"[{'aspect': {'from': 14, 'to': 16, 'term': ['female', 'waitress']}, 'category': 'Service#General', 'opinion': {'from': 18, 'to': 19, 'term': ['irritated']}, 'sentiment': 'NEG'}]"
13185,drove down but found parking relatively easy at a meter .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['parking']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 7, 'term': ['relatively', 'easy']}, 'sentiment': 'POS'}]"
13186,I have been here a handful of times and each time it 's just rather slow .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 13, 'to': 16, 'term': ['just', 'rather', 'slow']}, 'sentiment': 'NEG'}]"
13187,I cant say enough good things about Monica 's Trattoria .,ACOS,"[{'aspect': {'from': 7, 'to': 10, 'term': ['Monica', ""'s"", 'Trattoria']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 5, 'term': ['enough', 'good']}, 'sentiment': 'POS'}]"
13188,I have not been to Bar Louie in years but recently someone I met was raving about their Tuesday Burger happy hour .,ACOS,"[{'aspect': {'from': 18, 'to': 22, 'term': ['Tuesday', 'Burger', 'happy', 'hour']}, 'category': 'Restaurant#General', 'opinion': {'from': 15, 'to': 16, 'term': ['raving']}, 'sentiment': 'POS'}]"
13189,Nice place to go for happy hour .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 5, 'to': 6, 'term': ['happy']}, 'sentiment': 'POS'}]"
13190,"Cannoli just as good as Marias , both have a nice cream cheese flavor to them the difference is the cream is thicker here .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Cannoli']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 14, 'term': ['cream', 'cheese', 'flavor']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['Marias']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['good']}, 'sentiment': 'POS'}]"
13191,Bodega has made quite a name for itself since its inception .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Bodega']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13192,You can download a app called SLICED and Nick Place takes orders from there They also have subs and salads I love the Pasta Chicken Alfredo Im picky about ordering that dish since a lot of ppl can not make it right .,ACOS,"[{'aspect': {'from': 23, 'to': 26, 'term': ['Pasta', 'Chicken', 'Alfredo']}, 'category': 'Food#Quality', 'opinion': {'from': 21, 'to': 22, 'term': ['love']}, 'sentiment': 'POS'}]"
13193,Will definitely be having another chick-fil-a moment sometime soon and next time will have to try their chicken tender .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['chick-fil-a']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 17, 'to': 19, 'term': ['chicken', 'tender']}, 'category': 'Food#Quality', 'opinion': {'from': 15, 'to': 16, 'term': ['try']}, 'sentiment': 'POS'}]"
13194,"They 've moved toward a more seafood-oriented menu recently but the classics are amazing - beef tartare , sweetbreads , rabbit ravioli , and the burger , wow !",ACOS,"[{'aspect': {'from': 20, 'to': 22, 'term': ['rabbit', 'ravioli']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 18, 'to': 19, 'term': ['sweetbreads']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 26, 'term': ['burger']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 15, 'to': 17, 'term': ['beef', 'tartare']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['amazing']}, 'sentiment': 'POS'}]"
13195,My friend said that the dinner menu is pretty great and to try that sometime ( the reviews seem to mirror that sentiment ) .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['dinner', 'menu']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 13, 'term': ['try']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['dinner', 'menu']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 10, 'term': ['pretty', 'great']}, 'sentiment': 'POS'}]"
13196,She ignored me when I was trying to get her attention for ranch and ketchup as she walked by .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 2, 'term': ['ignored']}, 'sentiment': 'NEG'}]"
13197,"Both came out piping hot , juicy and full of flavor .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['juicy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 11, 'term': ['full', 'of', 'flavor']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['piping', 'hot']}, 'sentiment': 'POS'}]"
13198,I ordered something called pad ginger and it was delicious .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['pad', 'ginger']}, 'category': 'Food#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['delicious']}, 'sentiment': 'POS'}]"
13199,Nice place however .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}]"
13200,It was a great experience and I will definitely call on them again .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
13201,We will be back .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13202,Shared a white slice and a pepperoni slice .,ACOS,"[{'aspect': {'from': 6, 'to': 8, 'term': ['pepperoni', 'slice']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Shared']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 4, 'term': ['white', 'slice']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Shared']}, 'sentiment': 'POS'}]"
13203,Prices are very reasonable and way cheaper than other places I 've been to .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 6, 'to': 7, 'term': ['cheaper']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'reasonable']}, 'sentiment': 'POS'}]"
13204,Best Pizza I have had in Portland so far .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['Pizza']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Best']}, 'sentiment': 'POS'}]"
13205,The one plus for me is that it 's open til 2am .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Miscellaneous', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13206,Pono 's position as one of the top 10 steakhouses in Portland is definitely earned .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Pono']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13207,Mussels were delicate and very fresh .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Mussels']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['delicate']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Mussels']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'fresh']}, 'sentiment': 'POS'}]"
13208,"We sat outside and right before we finished an nice employee with freckles came by , asked how we were and chatted with my son a bit .",ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['employee']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['nice']}, 'sentiment': 'POS'}]"
13209,The entrees are passable though .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['entrees']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['passable', 'though']}, 'sentiment': 'POS'}]"
13210,"Im someone who rarely gives 5 stars ; after all , what service ca n't be improved ?",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13211,Really good Ethiopian restaurant near central square .,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['Ethiopian', 'restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'good']}, 'sentiment': 'POS'}]"
13212,One of the best weve had .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['best']}, 'sentiment': 'POS'}]"
13213,Pretty good deal and just enough freshness to cut the salty carb heavy noodle dish .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['noodle']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 7, 'term': ['just', 'enough', 'freshness']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 14, 'term': ['noodle']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 2, 'term': ['Pretty', 'good']}, 'sentiment': 'POS'}]"
13214,The good kind .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 3, 'term': ['good', 'kind']}, 'sentiment': 'POS'}]"
13215,Might as well have gone to Tasty n Sons !,ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['n', 'Sons']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['Tasty']}, 'sentiment': 'POS'}]"
13216,All their cakes and pies are delicious .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['cakes']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['pies']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['delicious']}, 'sentiment': 'POS'}]"
13217,From the street this place looks very small but when you get inside you see a row of booths and tables as well as a long counter .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['inside']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 6, 'to': 8, 'term': ['very', 'small']}, 'sentiment': 'NEG'}]"
13218,And it is nice to grab a Stumptown cold brew along with it .,ACOS,"[{'aspect': {'from': 7, 'to': 10, 'term': ['Stumptown', 'cold', 'brew']}, 'category': 'Drinks#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['nice']}, 'sentiment': 'POS'}]"
13219,Seasoned & cooked very well !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'well']}, 'sentiment': 'POS'}]"
13220,The chop chop salad is awesome and we had the crab cakes and filet as entrees which were both delicious .,ACOS,"[{'aspect': {'from': 1, 'to': 4, 'term': ['chop', 'chop', 'salad']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['awesome']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 12, 'term': ['crab', 'cakes']}, 'category': 'Food#Quality', 'opinion': {'from': 19, 'to': 20, 'term': ['delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 14, 'term': ['filet']}, 'category': 'Food#Quality', 'opinion': {'from': 19, 'to': 20, 'term': ['delicious']}, 'sentiment': 'POS'}]"
13221,We were greeted with smiles and congratulations on our anniversary which impressed my wife very much .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['congratulations']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['smiles']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['greeted']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['smiles']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['congratulations']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['greeted']}, 'sentiment': 'POS'}]"
13222,if I could give no stars I would .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13223,We love you Hong Kong !,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['Hong', 'Kong']}, 'category': 'Restaurant#General', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}]"
13224,"So yeah , its overpriced and crowded , but it 's totally worth it .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 11, 'to': 13, 'term': ['totally', 'worth']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 4, 'to': 5, 'term': ['overpriced']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 6, 'to': 7, 'term': ['crowded']}, 'sentiment': 'NEG'}]"
13225,The food was not very good either .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 6, 'term': ['not', 'very', 'good']}, 'sentiment': 'NEG'}]"
